OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,Shape__Area,Shape__Length
12696,4c07d11e-3092-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05035,267060,Dalkey Hill,267060004,267060004,A267060004,0,0,12696,95794.5289611816,1523.19635924387
12697,4c07d11e-2ae2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02069,268088,Kilmore A,268088012,268088012,A268088012,0,0,12697,70592.5065002441,1301.17545011736
12698,4c07d11e-2ae3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02069,268088,Kilmore A,268088011,268088011,A268088011,0,0,12698,66699.9217834473,1107.31372561308
12699,4c07d11e-2ae4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02083,268120,Priorswood D,268120003,268120003,A268120003,0,0,12699,64884.0519104004,1356.46482266427
12700,4c07d11e-2ae5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02084,268123,Priorswood E,268123009,268123009,A268123009,0,0,12700,72134.1707458496,2149.61728484221
12701,4c07d11e-3079-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05062,267122,Shankill-Shanganagh,267122017,267122017,A267122017,0,0,12701,97054.1127624512,1402.41224179067
12702,4c07d11e-30b2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05001,267008,Ballinteer-Broadford,267008005,267008005,A267008005,0,0,12702,35021.600189209,907.564207610591
12703,4c07d11e-30b3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05001,267008,Ballinteer-Broadford,267008006,267008006,A267008006,0,0,12703,36674.9808959961,1138.81457035985
12704,4c07d11e-30b4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05002,267009,Ballinteer-Ludford,267009005,267009005,A267009005,0,0,12704,55636.0746459961,1072.68230873599
12705,4c07d11e-3084-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05058,267096,Killiney North,267096012,267096012,A267096012,0,0,12705,66050.9784851074,1335.97000145164
12706,4c07d11e-3085-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05058,267096,Killiney North,267096010,267096010,A267096010,0,0,12706,92239.4705505371,1221.01127141433
12707,4c07d11e-2596-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080027,267080027,A267080027,0,0,12707,65005.3139648438,1046.20022964661
12708,4c07d11e-3093-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05001,267008,Ballinteer-Broadford,267008001,267008001,A267008001,0,0,12708,62612.3605651855,1041.71400736052
12709,4c07d11e-25dc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125014,267125014,A267125014,0,0,12709,80467.0617675781,1155.45262418723
12710,4c07d11e-25dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05063,267124,Stillorgan-Deerpark,267124001,267124001,A267124001,0,0,12710,49744.5036010742,1054.99225166483
12711,4c07d11e-25de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05063,267124,Stillorgan-Deerpark,267124007,267124007,A267124007,0,0,12711,57900.0996704102,1232.92728149508
12712,4c07d11e-30cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05002,267009,Ballinteer-Ludford,267009006,267009006,A267009006,0,0,12712,92308.4954528809,1317.90938611655
12713,4c07d11e-25d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125015,267125015,A267125015,0,0,12713,77695.5414123535,1129.92425528188
12714,4c07d11e-25d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125001,267125001,A267125001,0,0,12714,67365.2908935547,1048.93842279981
12715,4c07d11e-30d8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05019,267037,Cabinteely-Kilbogget,267037007,267037007,A267037007,0,0,12715,63676.3847961426,1043.21286423305
12716,4c07d11e-30eb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02154,268150,Ushers C,268150003,268150003,A268150003,0,0,12716,39166.2422180176,874.749078184425
12717,4c07d11e-25c1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05038,267079,Dundrum-Kilmacud,267079014,267079014,A267079014,0,0,12717,51194.3734436035,1563.22566147151
12718,4c07d11e-25b7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05038,267079,Dundrum-Kilmacud,267079007,267079007,A267079007,0,0,12718,65558.5552368164,1143.44511239395
12719,4c07d11e-30c0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05002,267009,Ballinteer-Ludford,267009004,267009004,A267009004,0,0,12719,75497.9987792969,1472.3735821658
12720,4c07d11e-30c1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05006,267007,Ballinteer-Woodpark,267007010,267007010,A267007010,0,0,12720,51521.1840209961,1047.7594040962
12721,4c07d11e-25a5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078004,267078004,A267078004,0,0,12721,88273.1239624023,1166.09646348033
12722,4c07d11e-30ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05004,267011,Ballinteer-Meadowbroads,267011003,267011003,A267011003,0,0,12722,73577.9528808594,1451.40224055416
12723,4c07d11e-3045-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05040,267081,Dundrum-Sweetmount,267081001,267081001,A267081001,0,0,12723,50581.9917907715,1000.50347401133
12724,4c07d11e-3046-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05004,267011,Ballinteer-Meadowbroads,267011005,267011005,A267011005,0,0,12724,57423.1513977051,1286.46085299275
12725,4c07d11e-30ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02121,268100,Merchants Quay C,268100004,268100004,A268100004,0,0,12725,75725.8062744141,1085.25905520077
12726,4c07d11e-305a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05057,267092,Glencullen,267092046,267092046,A267092046,0,0,12726,105334.512176514,1445.9404597257
12727,4c07d11e-3050-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05060,267120,Shankill-Rathmichael,267120005,267120005,A267120005,0,0,12727,77415.7127075195,1145.39714320432
12728,4c07d11e-30e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05059,267097,Killiney South,267097004,267097004,A267097004,0,0,12728,52696.3657531738,915.769568275979
12729,4c07d11e-30c6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05054,267088,Foxrock-Carrickmines,267088013,267088013,A267088013,0,0,12729,152212.292907715,1839.84733549187
12730,4c07d11e-30cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02100,268053,Crumlin C,268053001,268053001,A268053001,0,0,12730,43413.3739013672,953.934616393421
12731,4c07d11e-30d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02100,268053,Crumlin C,268053008,268053008,A268053008,0,0,12731,44793.4692993164,992.873580843711
12732,4c07d11e-30d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02124,268103,Merchants Quay F,268103002,268103002,A268103002,0,0,12732,55145.9403991699,1089.90337625753
12733,4c07d11e-30d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02124,268103,Merchants Quay F,268103009,268103009,A268103009,0,0,12733,87181.4247131348,1118.98848058524
12734,4c07d11e-30dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02124,268103,Merchants Quay F,268103003,268103003/268103005/268103006,A268103003,0,1,12734,53423.1532592773,929.882268911907
12735,4c07d11e-30de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02113,268092,Kimmage C,268092001,268092001,A268092001,0,0,12735,45661.1747741699,906.047484772486
12736,4c07d11e-304b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05006,267007,Ballinteer-Woodpark,267007018,267007018,A267007018,0,0,12736,124094.578582764,1527.95190800982
12737,4c07d11e-304c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05057,267092,Glencullen,267092009,267092009,A267092009,0,0,12737,148139.553009033,1806.56071607037
12738,4c07d11e-305d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15003,257080,Bray No. 1,257080005,257080005,A257080005,0,0,12738,53542.1746826172,1169.80157210637
12739,4c07d11e-3038-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05004,267011,Ballinteer-Meadowbroads,267011006,267011006,A26701100,0,0,12739,62957.6207580566,1190.15423722053
12740,4c07d11e-3039-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080011,267080011,A267080011,0,0,12740,49895.279876709,940.553301294929
12741,4c07d11e-30f6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02152,268148,Ushers A,268148010,268148010,A268148010,0,0,12741,109325.435699463,1540.68095854889
12742,4c07d11e-30f7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02154,268150,Ushers C,268150015,268150015,A268150015,0,0,12742,49941.3255004883,977.732661630768
12743,4c07d11e-30fe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05024,267044,Churchtown-Nutgrove,267044006,267044006,A267044006,0,0,12743,71904.1456298828,1122.94621612578
12744,4c07d11e-3066-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080021,267080021,A267080021,0,0,12744,37284.5283813477,1038.16310664794
12745,4c07d11e-3067-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078002,267078002,A267078002,0,0,12745,101769.683654785,1338.94420494531
12746,4c07d11e-3068-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05057,267092,Glencullen,267092020,267092020,A267092020,0,0,12746,69674.1271057129,1149.19324933842
12747,4c07d11e-3069-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05057,267092,Glencullen,267092019,267092019,A267092019,0,0,12747,100096.758575439,1533.77685938778
12748,4c07d11e-30e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05021,267039,Cabinteely-Pottery,267039003,267039003,A267039003,0,0,12748,77973.0494995117,1436.79502270283
12749,4c07d11e-30ed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05053,267087,Foxrock-Beechpark,267087005,267087005,A267087005,0,0,12749,77713.8534851074,1358.62433475846
12750,4c07d11e-30ee-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05053,267087,Foxrock-Beechpark,267087004,267087004,A267087004,0,0,12750,53274.4267272949,1207.37766257665
12751,4c07d11e-303a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080014,267080014,A267080014,0,0,12751,116339.528869629,1820.68869747224
12752,4c07d11e-30ad-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05062,267122,Shankill-Shanganagh,267122011,267122011,A267122011,0,0,12752,94146.7835388184,1255.53460312817
12753,4c07d11e-30e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05058,267096,Killiney North,267096002,267096002,A267096002,0,0,12753,43730.9633178711,873.246195942571
12754,4c07d11e-30e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05061,267121,Shankill-Rathsallagh,267121004,267121004,A267121004,0,0,12754,48400.1372375488,967.386240787799
12755,4c07d11e-30e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05061,267121,Shankill-Rathsallagh,267121005,267121005,A267121005,0,0,12755,81472.6180725098,1139.12992394509
12756,4c07d11e-30ff-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05024,267044,Churchtown-Nutgrove,267044010,267044010,A267044010,0,0,12756,80422.5268859863,1314.78670083808
12757,4c07d11e-3100-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05040,267081,Dundrum-Sweetmount,267081007,267081007,A267081007,0,0,12757,96549.1404418945,1448.93621455173
12758,4c07d11e-3101-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05004,267011,Ballinteer-Meadowbroads,267011001,267011001,A267011001,0,0,12758,37814.727935791,839.484661323367
12759,4c07d11e-25c2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125003,267125003,A267125003,0,0,12759,128568.357971191,1664.79854457933
12760,4c07d11e-25c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125010,267125010,A267125010,0,0,12760,65931.7582092285,1092.33945471991
12761,4c07d11e-2597-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078006,267078006,A267078006,0,0,12761,12644.7834777832,1177.7765420685
12762,4c07d11e-2598-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078010,267078010,A267078010,0,0,12762,45887.4774169922,1170.92871747956
12763,4c07d11e-2599-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078017,267078017,A267078017,0,0,12763,50623.7908935547,1066.85091842117
12764,4c07d11e-259a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078008,267078008,A267078008,0,0,12764,99449.9739074707,1522.56733667172
12765,4c07d11e-25a6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078009,267078009,A267078009,0,0,12765,171390.025939941,1772.44654137158
12766,4c07d11e-25a7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078013/02,267078013/03,A267078013/02,0,2,12766,51093.2158203125,902.743437584488
12767,4c07d11e-25df-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05063,267124,Stillorgan-Deerpark,267124008,267124008,A267124008,0,0,12767,84463.8506164551,1245.88908720789
12768,4c07d11e-25e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05022,267042,Churchtown-Castle,267042002,267042002/02,A267042002,0,2,12768,78581.4936523438,1110.12232936318
12769,4c07d11e-25e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05022,267042,Churchtown-Castle,267042002,267042002/01,A267042002,0,2,12769,49883.889251709,943.003840417331
12770,4c07d11e-309d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05061,267121,Shankill-Rathsallagh,267121008,267121008,A267121008,0,0,12770,82636.8547363281,1335.93155600418
12771,4c07d11e-306e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05048,267073,Dún Laoghaire-Sallynoggin South,267073005,267073005,A267073005,0,0,12771,94740.1078796387,1468.77791902937
12772,4c07d11e-305b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05037,267078,Dundrum-Balally,267078001,267078001,A267078001,0,0,12772,80696.6854553223,1623.72792750049
12773,4c07d11e-305c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080024,267080024,A267080024,0,0,12773,46397.2493896484,1092.39343054278
12774,4c07d11e-30bd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05061,267121,Shankill-Rathsallagh,267121009,267121009,A267121009,0,0,12774,85024.1576538086,1295.25328420463
12775,4c07d11e-30f0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05061,267121,Shankill-Rathsallagh,267121001,267121001,A267121001,0,0,12775,160155.873077393,1686.3420787036
12776,4c07d11e-25a8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05064,267125,Stillorgan-Kilmacud,267125004,267125004,A267125004,0,0,12776,59921.2499694824,1640.20403428445
12777,4c07d11e-30be-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05059,267097,Killiney South,267097010,267097010,A267097010,0,0,12777,64185.667755127,1032.78342570358
12778,4c07d11e-3106-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05006,267007,Ballinteer-Woodpark,267007009,267007009,A267007009,0,0,12778,48332.8711853027,932.987245988283
12779,4c07d11e-303c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05039,267080,Dundrum-Sandyford,267080005,267080005,A267080005,0,0,12779,44361.3061828613,877.56035879844
12780,4c07d11e-3047-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05040,267081,Dundrum-Sweetmount,267081003,267081003,A267081003,0,0,12780,38494.4553833008,1494.54634722965
12781,4c07d11e-3048-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05040,267081,Dundrum-Sweetmount,267081004,267081004,A267081004,0,0,12781,47022.0476989746,956.394729818508
12782,4c07d11e-3049-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05040,267081,Dundrum-Sweetmount,267081005,267081005,A267081005,0,0,12782,57481.1554260254,1023.7699248983
12783,4c07d11e-30cb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05019,267037,Cabinteely-Kilbogget,267037005,267037005,A267037005,0,0,12783,105389.130706787,1450.00667761901
12784,4c07d11e-2974-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029008,267029008,A267029008,0,0,12784,65107.6296691895,1023.39258765718
12785,4c07d11e-2b78-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02147,268143,South Dock,268143016,268143016,A268143016,0,0,12785,109103.376708984,1284.91765668437
12786,4c07d11e-2b79-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02131,268116,Pembroke West B,268116003,268116003,A268116003,0,0,12786,85843.9996643066,1345.3232448254
12787,4c07d11e-28cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029018,267029018,A267029018,0,0,12787,35568.0690917969,774.72509343423
12788,4c07d11e-2969-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,03019,267108,Palmerston Village,267108010,267108010,A267108010,0,0,12788,21278.1865539551,762.854472302339
12789,4c07d11e-2906-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02094,268037,Chapelizod,268037010,268037010,A268037010,0,0,12789,70236.3925170898,1296.64883549321
12790,4c07d11e-2907-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02094,268037,Chapelizod,268037011,268037011,A268037011,0,0,12790,49128.3050537109,1099.97245253156
12791,4c07d11e-2908-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02094,268037,Chapelizod,268037008,268037008,A268037008,0,0,12791,72787.6871337891,1356.19679898075
12792,4c07d11e-295d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029005,267029005,A267029005,0,0,12792,115208.569030762,1335.79154902229
12793,4c07d11e-295e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04010,267029,Blanchardstown-Coolmine,267029016,267029016,A267029016,0,0,12793,67727.4479675293,1042.67570232741
12794,4c07d11e-2967-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04012,267031,Blanchardstown-Delwood,267031005,267031005,A267031005,0,0,12794,85060.944519043,1230.06585066687
12795,4c07d11e-2968-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04012,267031,Blanchardstown-Delwood,267031006,267031006,A267031006,0,0,12795,27699.8761291504,808.343949749247
12796,4c07d11e-2970-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02006,268006,Ashtown A,268006036,268006036,A268006036,0,0,12796,60961.0914001465,984.325895138717
12797,4c07d11e-28c9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,02035,268035,Cabra West C,268035009,268035009,A268035009,0,0,12797,41882.9365844727,962.047152240055
12798,4c07d11e-28ed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,04009,267028,Blanchardstown-Blakestown,267028052,267028052,A267028052,0,0,12798,41037.3690795898,1037.68659770364
12799,4c07d11e-3062-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05018,267036,Cabinteely-Granitefield,267036006,267036006/01,A267036006,0,2,12799,95724.2509155273,1393.34889965985
12800,4c07d11e-3063-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,05058,267096,Killiney North,267096009,267096009,A267096009,0,0,12800,96977.9378356934,1271.20624239191
